Daily Summary,Maximum(n),NaN,NaN,NaN,NaN,1440,562489,390.62,781.23,809.25,7682,2,0.15,4,1.22,NaN,NaN,NaN,NaN,1110,100,45,162,554,38.47,44,20.22,506,35.14,73,9.2,1146,100,74,164,NaN,NaN,NaN,5201707,3612.3,83168.52,540,0.15
Daily Summary,Average(n),NaN,NaN,NaN,NaN,1321.67,333508.3,260.2,520.41,595.54,4140.83,0.17,0.01,0.5,0.13,NaN,NaN,NaN,NaN,928.17,72.45,30,43.24,393,27.55,29.08,13.94,343.17,24.06,47.83,7.35,978.33,75.94,48.75,32.6,NaN,NaN,NaN,1665420,1251.58,46776.88,158.33,0.01
Daily Summary,Std Dev(n-1),NaN,NaN,NaN,NaN,366.91,130319.4,73.92,147.84,149.77,1805.5,0.58,0.04,1.24,0.36,NaN,NaN,NaN,NaN,253.36,9.99,11.42,38.62,143.45,9.99,11.46,2.9,128.73,8.98,18.29,1.41,267.81,8.98,18.23,41.65,NaN,NaN,NaN,1826706,1224.29,23748.35,153.01,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--------------------- Marker/Score List --------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column Title,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
------------------,---------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line:,Line Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epoch:,Epoch Number (since midnight prior to start of data collection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day:,Day Number (midnight to midnight),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seconds:,Seconds elapsed since start of data collection (to start of current epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,Date (start of epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time:,Time (start of epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker:,Marker! = Event Marker button was pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interval Status:,Interval Status: Active; Rest; Sleep; or Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,Epoch,Day,Seconds,Date,Time,Marker,Interval Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-------------------- Epoch-by-Epoch Data -------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column Title,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
------------------,---------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line:,Line Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epoch:,Epoch Number (since midnight prior to start of data collection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day:,Day Number (midnight to midnight),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seconds:,Seconds elapsed since start of data collection (to start of current epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,Date (start of epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time:,Time (start of epoch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity:,Activity (counts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker:,1 means Event Marker button was pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Light:,White Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep/Wake:,Sleep/Wake Score (0=Sleep; 1=Wake),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobility:,Mobility Score (0=Immobile; 1=Mobile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interval Status:,Interval Status: Active; Rest; Sleep; or Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/W Status:,Forced Sleep/Wake Interval Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,Epoch,Day,Seconds,Date,Time,Activity,Marker,White Light,Sleep/Wake,Mobility,Interval Status,S/W Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,278,1,0,2017-06-30,9:16:00 AM,387,0,2233.36,NaN,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,279,1,120,2017-06-30,9:18:00 AM,1188,0,125.26,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,280,1,240,2017-06-30,9:20:00 AM,670,0,193.17,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,281,1,360,2017-06-30,9:22:00 AM,670,0,145.76,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,282,1,480,2017-06-30,9:24:00 AM,787,0,128,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,283,1,600,2017-06-30,9:26:00 AM,894,0,84.82,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,284,1,720,2017-06-30,9:28:00 AM,839,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,285,1,840,2017-06-30,9:30:00 AM,351,0,148.96,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,286,1,960,2017-06-30,9:32:00 AM,288,0,152.22,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,287,1,1080,2017-06-30,9:34:00 AM,536,0,197.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,288,1,1200,2017-06-30,9:36:00 AM,839,0,136.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,289,1,1320,2017-06-30,9:38:00 AM,923,0,158.96,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,290,1,1440,2017-06-30,9:40:00 AM,1048,0,169.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,291,1,1560,2017-06-30,9:42:00 AM,589,0,189.03,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,292,1,1680,2017-06-30,9:44:00 AM,670,0,166,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,293,1,1800,2017-06-30,9:46:00 AM,983,0,148.96,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,294,1,1920,2017-06-30,9:48:00 AM,866,0,148.96,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,295,1,2040,2017-06-30,9:50:00 AM,1391,0,122.57,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,296,1,2160,2017-06-30,9:52:00 AM,866,0,59.97,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,297,1,2280,2017-06-30,9:54:00 AM,228,0,51.54,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,298,1,2400,2017-06-30,9:56:00 AM,288,0,64,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,299,1,2520,2017-06-30,9:58:00 AM,536,0,24.68,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,300,1,2640,2017-06-30,10:00:00 AM,866,0,29.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,301,1,2760,2017-06-30,10:02:00 AM,738,0,61.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,302,1,2880,2017-06-30,10:04:00 AM,1266,0,21.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,303,1,3000,2017-06-30,10:06:00 AM,953,0,47.26,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,304,1,3120,2017-06-30,10:08:00 AM,953,0,32.7,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,305,1,3240,2017-06-30,10:10:00 AM,1188,0,30.64,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,306,1,3360,2017-06-30,10:12:00 AM,243,0,37.24,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,307,1,3480,2017-06-30,10:14:00 AM,220,0,34.9,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,308,1,3600,2017-06-30,10:16:00 AM,1116,0,36.44,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,309,1,3720,2017-06-30,10:18:00 AM,1435,0,77.78,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,310,1,3840,2017-06-30,10:20:00 AM,1577,0,92.49,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,311,1,3960,2017-06-30,10:22:00 AM,553,0,52.66,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,312,1,4080,2017-06-30,10:24:00 AM,185,0,47.26,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,313,1,4200,2017-06-30,10:26:00 AM,101,0,43.34,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,314,1,4320,2017-06-30,10:28:00 AM,269,0,36.44,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,315,1,4440,2017-06-30,10:30:00 AM,375,0,41.5,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,316,1,4560,2017-06-30,10:32:00 AM,269,0,45.25,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,317,1,4680,2017-06-30,10:34:00 AM,570,0,41.5,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,318,1,4800,2017-06-30,10:36:00 AM,487,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,319,1,4920,2017-06-30,10:38:00 AM,228,0,69.79,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,320,1,5040,2017-06-30,10:40:00 AM,471,0,32,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,321,1,5160,2017-06-30,10:42:00 AM,427,0,38.89,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,322,1,5280,2017-06-30,10:44:00 AM,88,0,44.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,323,1,5400,2017-06-30,10:46:00 AM,228,0,72.88,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,324,1,5520,2017-06-30,10:48:00 AM,160,0,40.61,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,325,1,5640,2017-06-30,10:50:00 AM,362,0,57.43,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,326,1,5760,2017-06-30,10:52:00 AM,787,0,20.3,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,327,1,5880,2017-06-30,10:54:00 AM,649,0,44.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,328,1,6000,2017-06-30,10:56:00 AM,375,0,44.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,329,1,6120,2017-06-30,10:58:00 AM,172,0,56.2,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,330,1,6240,2017-06-30,11:00:00 AM,269,0,31.31,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,331,1,6360,2017-06-30,11:02:00 AM,198,0,22.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,332,1,6480,2017-06-30,11:04:00 AM,318,0,29.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,333,1,6600,2017-06-30,11:06:00 AM,441,0,56.2,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,334,1,6720,2017-06-30,11:08:00 AM,243,0,46.25,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,335,1,6840,2017-06-30,11:10:00 AM,1964,0,23.12,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,336,1,6960,2017-06-30,11:12:00 AM,1188,0,57.43,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,337,1,7080,2017-06-30,11:14:00 AM,412,0,28.72,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,338,1,7200,2017-06-30,11:16:00 AM,923,0,31378.74,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,339,1,7320,2017-06-30,11:18:00 AM,866,0,55108.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,340,1,7440,2017-06-30,11:20:00 AM,1266,0,4664.48,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,341,1,7560,2017-06-30,11:22:00 AM,787,0,25.22,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,342,1,7680,2017-06-30,11:24:00 AM,1964,0,155.55,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,343,1,7800,2017-06-30,11:26:00 AM,1266,0,61.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,344,1,7920,2017-06-30,11:28:00 AM,1188,0,52.66,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,345,1,8040,2017-06-30,11:30:00 AM,649,0,56.2,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,346,1,8160,2017-06-30,11:32:00 AM,1481,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,347,1,8280,2017-06-30,11:34:00 AM,839,0,58.69,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,348,1,8400,2017-06-30,11:36:00 AM,738,0,66.83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,349,1,8520,2017-06-30,11:38:00 AM,1307,0,64,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,350,1,8640,2017-06-30,11:40:00 AM,1348,0,109.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,351,1,8760,2017-06-30,11:42:00 AM,1680,0,100.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,352,1,8880,2017-06-30,11:44:00 AM,649,0,119.95,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,353,1,9000,2017-06-30,11:46:00 AM,692,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,354,1,9120,2017-06-30,11:48:00 AM,1116,0,96.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,355,1,9240,2017-06-30,11:50:00 AM,692,0,65.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,356,1,9360,2017-06-30,11:52:00 AM,503,0,88.57,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,357,1,9480,2017-06-30,11:54:00 AM,251,0,64,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,358,1,9600,2017-06-30,11:56:00 AM,412,0,74.48,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,359,1,9720,2017-06-30,11:58:00 AM,441,0,65.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,360,1,9840,2017-06-30,12:00:00 PM,536,0,145.76,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,361,1,9960,2017-06-30,12:02:00 PM,608,0,109.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,362,1,10080,2017-06-30,12:04:00 PM,400,0,88.57,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,363,1,10200,2017-06-30,12:06:00 PM,487,0,72.88,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,364,1,10320,2017-06-30,12:08:00 PM,866,0,125.26,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,365,1,10440,2017-06-30,12:10:00 PM,400,0,103.07,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,366,1,10560,2017-06-30,12:12:00 PM,427,0,114.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,367,1,10680,2017-06-30,12:14:00 PM,375,0,103.07,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,368,1,10800,2017-06-30,12:16:00 PM,427,0,96.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,369,1,10920,2017-06-30,12:18:00 PM,101,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,370,1,11040,2017-06-30,12:20:00 PM,153,0,84.82,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,371,1,11160,2017-06-30,12:22:00 PM,120,0,86.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,372,1,11280,2017-06-30,12:24:00 PM,63,0,103.07,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,373,1,11400,2017-06-30,12:26:00 PM,160,0,94.52,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,374,1,11520,2017-06-30,12:28:00 PM,427,0,139.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,375,1,11640,2017-06-30,12:30:00 PM,235,0,86.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,376,1,11760,2017-06-30,12:32:00 PM,106,0,83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,377,1,11880,2017-06-30,12:34:00 PM,220,0,83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,378,1,12000,2017-06-30,12:36:00 PM,235,0,96.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,379,1,12120,2017-06-30,12:38:00 PM,166,0,98.7,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,380,1,12240,2017-06-30,12:40:00 PM,649,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,381,1,12360,2017-06-30,12:42:00 PM,120,0,114.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,382,1,12480,2017-06-30,12:44:00 PM,278,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,383,1,12600,2017-06-30,12:46:00 PM,307,0,92.49,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,384,1,12720,2017-06-30,12:48:00 PM,101,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,385,1,12840,2017-06-30,12:50:00 PM,134,0,100.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,386,1,12960,2017-06-30,12:52:00 PM,204,0,98.7,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,387,1,13080,2017-06-30,12:54:00 PM,251,0,114.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,388,1,13200,2017-06-30,12:56:00 PM,149,0,114.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,389,1,13320,2017-06-30,12:58:00 PM,375,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,390,1,13440,2017-06-30,1:00:00 PM,251,0,88.57,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,391,1,13560,2017-06-30,1:02:00 PM,160,0,94.52,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,392,1,13680,2017-06-30,1:04:00 PM,153,0,96.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,393,1,13800,2017-06-30,1:06:00 PM,212,0,94.52,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,394,1,13920,2017-06-30,1:08:00 PM,144,0,79.48,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,395,1,14040,2017-06-30,1:10:00 PM,134,0,90.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,396,1,14160,2017-06-30,1:12:00 PM,160,0,83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,397,1,14280,2017-06-30,1:14:00 PM,179,0,81.22,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,398,1,14400,2017-06-30,1:16:00 PM,115,0,83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,399,1,14520,2017-06-30,1:18:00 PM,139,0,86.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,400,1,14640,2017-06-30,1:20:00 PM,179,0,90.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,401,1,14760,2017-06-30,1:22:00 PM,120,0,88.57,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,402,1,14880,2017-06-30,1:24:00 PM,259,0,94.52,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,403,1,15000,2017-06-30,1:26:00 PM,269,0,103.07,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,404,1,15120,2017-06-30,1:28:00 PM,172,0,98.7,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,405,1,15240,2017-06-30,1:30:00 PM,125,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,406,1,15360,2017-06-30,1:32:00 PM,340,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,407,1,15480,2017-06-30,1:34:00 PM,106,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,408,1,15600,2017-06-30,1:36:00 PM,518,0,100.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,409,1,15720,2017-06-30,1:38:00 PM,259,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,410,1,15840,2017-06-30,1:40:00 PM,235,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,411,1,15960,2017-06-30,1:42:00 PM,738,0,90.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,412,1,16080,2017-06-30,1:44:00 PM,553,0,114.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,413,1,16200,2017-06-30,1:46:00 PM,503,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,414,1,16320,2017-06-30,1:48:00 PM,455,0,90.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,415,1,16440,2017-06-30,1:50:00 PM,212,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,416,1,16560,2017-06-30,1:52:00 PM,73,0,112.4,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,417,1,16680,2017-06-30,1:54:00 PM,670,0,103.07,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,418,1,16800,2017-06-30,1:56:00 PM,125,0,133.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,419,1,16920,2017-06-30,1:58:00 PM,427,0,136.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
